,longitude,latitude,day,month,year,native,species,DOY,geometry,ClimateDivision
3708,-117.797,34.143,20,04,2016,yes,Clarkia purpurea,111,POINT (-117.797 34.143),6
3710,-121.759,36.479,30,04,2011,yes,Clarkia purpurea,120,POINT (-121.759 36.479),4
3721,-122.694,38.404,15,06,2015,yes,Clarkia purpurea,166,POINT (-122.694 38.404),1
3722,-122.568,38.482,10,05,2015,yes,Clarkia purpurea,130,POINT (-122.568 38.482),1
3736,-120.378,36.11,28,03,1986,yes,Clarkia purpurea,87,POINT (-120.378 36.11),5
3738,-120.383,37.997,04,04,1972,yes,Clarkia purpurea,95,POINT (-120.383 37.997),5
3739,-122.34,38.438,27,04,1980,yes,Clarkia purpurea,118,POINT (-122.34 38.438),1
3740,-122.744,38.84,08,06,1983,yes,Clarkia purpurea,159,POINT (-122.744 38.84),2
3741,-123.139,40.555,26,06,1979,yes,Clarkia purpurea,177,POINT (-123.139 40.555),1
3742,-122.829,38.842,15,05,1984,yes,Clarkia purpurea,136,POINT (-122.829 38.842),1
3743,-122.766,38.814,28,05,1983,yes,Clarkia purpurea,148,POINT (-122.766 38.814),1
3744,-122.591,38.653,23,05,1978,yes,Clarkia purpurea,143,POINT (-122.591 38.653),2
3745,-122.291,38.493,03,05,1981,yes,Clarkia purpurea,123,POINT (-122.291 38.493),1
3746,-122.448,38.701,31,05,1980,yes,Clarkia purpurea,152,POINT (-122.448 38.701),2
3747,-119.504,36.944,14,05,1977,yes,Clarkia purpurea,134,POINT (-119.504 36.944),5
3748,-122.476,38.667,29,04,1981,yes,Clarkia purpurea,119,POINT (-122.476 38.667),2
3750,-122.685,41.704,10,06,1980,yes,Clarkia purpurea,162,POINT (-122.685 41.704),1
3751,-122.371,38.845,07,05,1981,yes,Clarkia purpurea,127,POINT (-122.371 38.845),2
3752,-122.548,38.64,16,05,1980,yes,Clarkia purpurea,137,POINT (-122.548 38.64),2
3753,-122.416,38.626,02,06,1979,yes,Clarkia purpurea,153,POINT (-122.416 38.626),2
3754,-123.47,40.341,04,06,1979,yes,Clarkia purpurea,155,POINT (-123.47 40.341),1
3755,-122.602,38.558,14,05,1980,yes,Clarkia purpurea,135,POINT (-122.602 38.558),1
3756,-123.762,39.227,20,06,1968,yes,Clarkia purpurea,172,POINT (-123.762 39.227),1
3757,-122.771,38.845,14,06,1983,yes,Clarkia purpurea,165,POINT (-122.771 38.845),2
3758,-122.464,38.598,25,05,1974,yes,Clarkia purpurea,145,POINT (-122.464 38.598),1
3759,-122.366,38.646,23,04,1980,yes,Clarkia purpurea,114,POINT (-122.366 38.646),2
3760,-122.317,38.614,29,05,1971,yes,Clarkia purpurea,149,POINT (-122.317 38.614),2
3761,-122.52,38.538,28,05,1979,yes,Clarkia purpurea,148,POINT (-122.52 38.538),1
3762,-122.44,38.568,16,05,1972,yes,Clarkia purpurea,137,POINT (-122.44 38.568),1
3763,-122.492,38.67,07,05,1971,yes,Clarkia purpurea,127,POINT (-122.492 38.67),2
3764,-122.272,38.486,03,05,1981,yes,Clarkia purpurea,123,POINT (-122.272 38.486),1
3765,-122.44,38.568,02,06,1972,yes,Clarkia purpurea,154,POINT (-122.44 38.568),1
3766,-122.586,38.651,27,05,1978,yes,Clarkia purpurea,147,POINT (-122.586 38.651),2
3767,-121.343,39.532,29,05,1975,yes,Clarkia purpurea,149,POINT (-121.343 39.532),2
3768,-123.326,40.049,09,07,1981,yes,Clarkia purpurea,190,POINT (-123.326 40.049),1
3769,-122.497,38.671,04,06,1971,yes,Clarkia purpurea,155,POINT (-122.497 38.671),2
3770,-122.831,38.837,05,05,1984,yes,Clarkia purpurea,126,POINT (-122.831 38.837),1
3771,-121.282,39.96,29,05,1975,yes,Clarkia purpurea,149,POINT (-121.282 39.96),2
3772,-122.373,38.388,10,05,1972,yes,Clarkia purpurea,131,POINT (-122.373 38.388),1
3773,-122.769,38.842,10,06,1983,yes,Clarkia purpurea,161,POINT (-122.769 38.842),2
3774,-116.522,33.081,24,04,1982,yes,Clarkia purpurea,114,POINT (-116.522 33.081),7
3775,-122.406,37.67,12,05,1988,yes,Clarkia purpurea,133,POINT (-122.406 37.67),4
3776,-121.085,38.963,28,05,2016,yes,Clarkia purpurea,149,POINT (-121.085 38.963),2
3777,-121.083,39.228,16,06,2016,yes,Clarkia purpurea,168,POINT (-121.083 39.228),2
3778,-120.928,39.044,26,06,2010,yes,Clarkia purpurea,177,POINT (-120.928 39.044),2
3786,-117.029,32.806,10,05,1998,yes,Clarkia purpurea,130,POINT (-117.029 32.806),6
3787,-121.495,36.0,14,05,2016,yes,Clarkia purpurea,135,POINT (-121.495 36),4
3788,-121.495,36.0,14,05,2016,yes,Clarkia purpurea,135,POINT (-121.495 36),4
3790,-118.291,33.874,17,04,2016,yes,Clarkia purpurea,108,POINT (-118.291 33.874),6
3791,-118.342,33.828,18,04,2016,yes,Clarkia purpurea,109,POINT (-118.342 33.828),6
3792,-117.171,33.455,16,04,2016,yes,Clarkia purpurea,107,POINT (-117.171 33.455),6
3793,-118.823,34.132,31,03,2016,yes,Clarkia purpurea,91,POINT (-118.823 34.132),6
3794,-118.825,34.129,19,04,2016,yes,Clarkia purpurea,110,POINT (-118.825 34.129),6
3798,-116.859,33.885,15,06,2012,yes,Clarkia purpurea,167,POINT (-116.859 33.885),7
3799,-118.617,34.06,21,04,1973,yes,Clarkia purpurea,111,POINT (-118.617 34.06),6
3810,-123.161,39.086,25,05,2016,yes,Clarkia purpurea,146,POINT (-123.161 39.086),1
3811,-123.134,39.131,25,05,2016,yes,Clarkia purpurea,146,POINT (-123.134 39.131),1
3816,-123.116,39.126,03,05,2014,yes,Clarkia purpurea,123,POINT (-123.116 39.126),1
3832,-118.478,34.128,05,05,1976,yes,Clarkia purpurea,126,POINT (-118.478 34.128),6
3833,-118.581,34.051,15,05,1976,yes,Clarkia purpurea,136,POINT (-118.581 34.051),6
3834,-117.261,33.537,27,05,1978,yes,Clarkia purpurea,147,POINT (-117.261 33.537),6
3835,-117.327,33.973,02,05,1968,yes,Clarkia purpurea,123,POINT (-117.327 33.973),6
3836,-117.279,33.465,22,05,1971,yes,Clarkia purpurea,142,POINT (-117.279 33.465),6
3837,-117.275,34.196,10,05,1973,yes,Clarkia purpurea,130,POINT (-117.275 34.196),6
3838,-117.299,33.97,30,05,1973,yes,Clarkia purpurea,150,POINT (-117.299 33.97),6
3839,-117.242,33.547,16,05,1974,yes,Clarkia purpurea,136,POINT (-117.242 33.547),6
3840,-117.293,33.509,19,05,1968,yes,Clarkia purpurea,140,POINT (-117.293 33.509),6
3854,-121.952,37.923,19,05,2012,yes,Clarkia purpurea,140,POINT (-121.952 37.923),4
3871,-120.887,39.928,23,06,1981,yes,Clarkia purpurea,174,POINT (-120.887 39.928),2
3872,-119.451,37.113,20,05,2008,yes,Clarkia purpurea,141,POINT (-119.451 37.113),5
3877,-122.111,38.215,14,05,2011,yes,Clarkia purpurea,134,POINT (-122.111 38.215),1
3878,-122.146,38.009,28,05,2011,yes,Clarkia purpurea,148,POINT (-122.146 38.009),4
3879,-119.98,34.952,18,05,2010,yes,Clarkia purpurea,138,POINT (-119.98 34.952),6
3880,-121.925,37.852,01,06,2010,yes,Clarkia purpurea,152,POINT (-121.925 37.852),4
3881,-120.042,35.034,12,06,2011,yes,Clarkia purpurea,163,POINT (-120.042 35.034),6
3882,-122.3,40.114,10,05,1998,yes,Clarkia purpurea,130,POINT (-122.3 40.114),2
3883,-120.993,38.382,28,04,1996,yes,Clarkia purpurea,119,POINT (-120.993 38.382),5
3884,-122.111,38.215,14,05,2011,yes,Clarkia purpurea,134,POINT (-122.111 38.215),1
3886,-121.194,38.647,17,04,1990,yes,Clarkia purpurea,107,POINT (-121.194 38.647),2
3887,-122.232,38.16,16,04,2013,yes,Clarkia purpurea,106,POINT (-122.232 38.16),1
3890,-122.614,37.909,26,06,2005,yes,Clarkia purpurea,177,POINT (-122.614 37.909),1
3891,-121.099,38.529,15,05,2002,yes,Clarkia purpurea,135,POINT (-121.099 38.529),5
3892,-121.093,38.532,15,05,2002,yes,Clarkia purpurea,135,POINT (-121.093 38.532),5
3893,-121.227,38.245,15,05,2002,yes,Clarkia purpurea,135,POINT (-121.227 38.245),5
3894,-120.817,39.967,26,06,1997,yes,Clarkia purpurea,177,POINT (-120.817 39.967),2
3895,-120.365,35.215,21,05,1993,yes,Clarkia purpurea,141,POINT (-120.365 35.215),6
3896,-121.194,38.647,21,05,1990,yes,Clarkia purpurea,141,POINT (-121.194 38.647),2
3897,-121.194,38.647,02,06,1991,yes,Clarkia purpurea,153,POINT (-121.194 38.647),2
3898,-120.6,35.333,22,05,1993,yes,Clarkia purpurea,142,POINT (-120.6 35.333),4
3899,-122.145,38.481,15,05,1993,yes,Clarkia purpurea,135,POINT (-122.145 38.481),2
3900,-122.1,38.508,29,05,2010,yes,Clarkia purpurea,149,POINT (-122.1 38.508),2
3901,-122.097,38.507,29,05,2010,yes,Clarkia purpurea,149,POINT (-122.097 38.507),2
3902,-119.842,34.814,09,05,2009,yes,Clarkia purpurea,129,POINT (-119.842 34.814),6
3903,-119.688,34.742,04,06,2008,yes,Clarkia purpurea,156,POINT (-119.688 34.742),6
3904,-122.212,38.0,10,05,2009,yes,Clarkia purpurea,130,POINT (-122.212 38),4
3905,-119.979,34.795,10,06,2006,yes,Clarkia purpurea,161,POINT (-119.979 34.795),6
3906,-122.118,38.226,13,05,2008,yes,Clarkia purpurea,134,POINT (-122.118 38.226),1
3907,-122.176,38.278,15,05,2007,yes,Clarkia purpurea,135,POINT (-122.176 38.278),1
3908,-119.979,34.795,10,06,2006,yes,Clarkia purpurea,161,POINT (-119.979 34.795),6
3909,-121.192,39.293,20,04,2007,yes,Clarkia purpurea,110,POINT (-121.192 39.293),2
3910,-121.283,35.867,06,06,1998,yes,Clarkia purpurea,157,POINT (-121.283 35.867),4
3911,-120.888,38.683,24,05,2016,yes,Clarkia purpurea,145,POINT (-120.888 38.683),2
3912,-120.738,35.624,20,05,1978,yes,Clarkia purpurea,140,POINT (-120.738 35.624),4
3913,-118.932,34.121,05,06,1988,yes,Clarkia purpurea,157,POINT (-118.932 34.121),6
3914,-119.134,36.753,06,05,1993,yes,Clarkia purpurea,126,POINT (-119.134 36.753),5
3915,-122.473,40.251,19,05,1980,yes,Clarkia purpurea,140,POINT (-122.473 40.251),2
3916,-122.208,37.985,05,06,1995,yes,Clarkia purpurea,156,POINT (-122.208 37.985),4
3918,-120.499,34.724,08,06,1995,yes,Clarkia purpurea,159,POINT (-120.499 34.724),6
3922,-119.184,34.535,03,06,2016,yes,Clarkia purpurea,155,POINT (-119.184 34.535),6
3923,-121.364,35.91,15,06,1998,yes,Clarkia purpurea,166,POINT (-121.364 35.91),4
3928,-117.35,33.598,28,05,2010,yes,Clarkia purpurea,148,POINT (-117.35 33.598),6
3929,-121.16,35.96,18,05,1994,yes,Clarkia purpurea,138,POINT (-121.16 35.96),4
3930,-119.841,34.481,27,05,1974,yes,Clarkia purpurea,147,POINT (-119.841 34.481),6
3931,-121.308,36.06,17,05,1994,yes,Clarkia purpurea,137,POINT (-121.308 36.06),4
3935,-119.3,34.431,07,04,1970,yes,Clarkia purpurea,97,POINT (-119.3 34.431),6
3939,-120.231,34.658,23,04,1992,yes,Clarkia purpurea,114,POINT (-120.231 34.658),6
3941,-118.394,33.372,07,05,1999,yes,Clarkia purpurea,127,POINT (-118.394 33.372),6
3942,-119.289,34.423,29,05,1971,yes,Clarkia purpurea,149,POINT (-119.289 34.423),6
3945,-120.28,34.71,04,05,1973,yes,Clarkia purpurea,124,POINT (-120.28 34.71),6
3946,-119.113,34.694,13,06,2015,yes,Clarkia purpurea,164,POINT (-119.113 34.694),6
3947,-120.258,34.861,24,05,1967,yes,Clarkia purpurea,144,POINT (-120.258 34.861),6
3950,-119.726,33.997,12,05,1981,yes,Clarkia purpurea,132,POINT (-119.726 33.997),6
3951,-121.255,35.888,20,05,1994,yes,Clarkia purpurea,140,POINT (-121.255 35.888),4
3952,-119.263,34.565,09,06,1967,yes,Clarkia purpurea,160,POINT (-119.263 34.565),6
3953,-120.382,34.493,06,06,1967,yes,Clarkia purpurea,157,POINT (-120.382 34.493),6
3954,-120.177,34.789,24,05,1966,yes,Clarkia purpurea,144,POINT (-120.177 34.789),6
3956,-117.084,33.503,28,05,1992,yes,Clarkia purpurea,149,POINT (-117.084 33.503),6
3959,-118.417,33.408,03,04,2003,yes,Clarkia purpurea,93,POINT (-118.417 33.408),6
3960,-120.453,34.701,19,05,1967,yes,Clarkia purpurea,139,POINT (-120.453 34.701),6
3961,-119.239,34.534,09,06,1967,yes,Clarkia purpurea,160,POINT (-119.239 34.534),6
3963,-120.343,37.833,31,05,1988,yes,Clarkia purpurea,152,POINT (-120.343 37.833),5
3965,-120.836,35.306,30,05,1986,yes,Clarkia purpurea,150,POINT (-120.836 35.306),4
3966,-121.199,35.845,19,05,1995,yes,Clarkia purpurea,139,POINT (-121.199 35.845),4
3969,-121.322,36.07,16,05,1994,yes,Clarkia purpurea,136,POINT (-121.322 36.07),4
3970,-118.809,34.479,07,07,2000,yes,Clarkia purpurea,189,POINT (-118.809 34.479),6
3973,-120.893,38.098,11,05,1986,yes,Clarkia purpurea,131,POINT (-120.893 38.098),5
3974,-121.305,35.948,12,06,1995,yes,Clarkia purpurea,163,POINT (-121.305 35.948),4
3976,-120.382,34.493,20,06,1973,yes,Clarkia purpurea,171,POINT (-120.382 34.493),6
3981,-118.418,33.361,27,03,1997,yes,Clarkia purpurea,86,POINT (-118.418 33.361),6
3982,-121.322,36.07,16,05,1994,yes,Clarkia purpurea,136,POINT (-121.322 36.07),4
3983,-117.128,33.525,04,05,2001,yes,Clarkia purpurea,124,POINT (-117.128 33.525),6
3989,-120.062,34.533,12,06,1968,yes,Clarkia purpurea,164,POINT (-120.062 34.533),6
3993,-120.086,34.005,14,06,1996,yes,Clarkia purpurea,166,POINT (-120.086 34.005),6
3994,-119.83,35.032,02,06,1993,yes,Clarkia purpurea,153,POINT (-119.83 35.032),6
3995,-120.76,35.693,11,04,2003,yes,Clarkia purpurea,101,POINT (-120.76 35.693),4
3997,-119.578,34.556,20,05,1992,yes,Clarkia purpurea,141,POINT (-119.578 34.556),6
3998,-119.788,34.423,25,03,2009,yes,Clarkia purpurea,84,POINT (-119.788 34.423),6
3999,-119.263,34.427,08,06,2008,yes,Clarkia purpurea,160,POINT (-119.263 34.427),6
4000,-116.779,33.192,12,06,1978,yes,Clarkia purpurea,163,POINT (-116.779 33.192),6
4001,-118.376,33.357,04,04,2003,yes,Clarkia purpurea,94,POINT (-118.376 33.357),6
4004,-121.194,35.85,22,05,1997,yes,Clarkia purpurea,142,POINT (-121.194 35.85),4
4006,-120.843,35.761,23,05,1993,yes,Clarkia purpurea,143,POINT (-120.843 35.761),4
4008,-119.304,34.483,05,06,1980,yes,Clarkia purpurea,157,POINT (-119.304 34.483),6
4012,-121.212,35.875,20,06,1994,yes,Clarkia purpurea,171,POINT (-121.212 35.875),4
4013,-121.192,39.283,02,06,2011,yes,Clarkia purpurea,153,POINT (-121.192 39.283),2
4014,-119.714,34.408,01,06,1998,yes,Clarkia purpurea,152,POINT (-119.714 34.408),6
4018,-119.683,34.533,21,04,1984,yes,Clarkia purpurea,112,POINT (-119.683 34.533),6
4020,-119.317,34.356,16,06,1971,yes,Clarkia purpurea,167,POINT (-119.317 34.356),6
4023,-118.413,33.34,25,05,2001,yes,Clarkia purpurea,145,POINT (-118.413 33.34),6
4025,-119.272,34.55,27,04,1972,yes,Clarkia purpurea,118,POINT (-119.272 34.55),6
4028,-119.113,34.694,09,06,2008,yes,Clarkia purpurea,161,POINT (-119.113 34.694),6
4034,-121.341,35.975,22,05,1994,yes,Clarkia purpurea,142,POINT (-121.341 35.975),4
4036,-121.235,36.089,25,05,1994,yes,Clarkia purpurea,145,POINT (-121.235 36.089),4
4037,-118.37,33.361,25,05,2001,yes,Clarkia purpurea,145,POINT (-118.37 33.361),6
4038,-120.847,35.768,16,05,2000,yes,Clarkia purpurea,137,POINT (-120.847 35.768),4
4041,-120.508,34.734,08,06,1995,yes,Clarkia purpurea,159,POINT (-120.508 34.734),6
4045,-119.788,34.45,28,04,1974,yes,Clarkia purpurea,118,POINT (-119.788 34.45),6
4046,-118.384,33.344,25,05,2001,yes,Clarkia purpurea,145,POINT (-118.384 33.344),6
4050,-121.235,36.089,25,05,1994,yes,Clarkia purpurea,145,POINT (-121.235 36.089),4
4052,-118.592,34.421,14,04,2003,yes,Clarkia purpurea,104,POINT (-118.592 34.421),6
4058,-120.402,34.484,03,04,1967,yes,Clarkia purpurea,93,POINT (-120.402 34.484),6
4059,-120.039,34.694,21,04,1998,yes,Clarkia purpurea,111,POINT (-120.039 34.694),6
4060,-118.896,34.541,22,05,2007,yes,Clarkia purpurea,142,POINT (-118.896 34.541),6
4064,-120.499,34.724,08,06,1995,yes,Clarkia purpurea,159,POINT (-120.499 34.724),6
4065,-120.449,34.805,01,05,1993,yes,Clarkia purpurea,121,POINT (-120.449 34.805),6
4075,-119.575,37.06,06,05,1979,yes,Clarkia purpurea,126,POINT (-119.575 37.06),5
4076,-118.423,33.399,15,05,1998,yes,Clarkia purpurea,135,POINT (-118.423 33.399),6
4082,-119.781,34.544,21,04,1984,yes,Clarkia purpurea,112,POINT (-119.781 34.544),6
4083,-119.113,34.694,02,06,2008,yes,Clarkia purpurea,154,POINT (-119.113 34.694),6
4085,-116.565,32.992,09,06,1978,yes,Clarkia purpurea,160,POINT (-116.565 32.992),6
4086,-120.46,34.788,16,05,1995,yes,Clarkia purpurea,136,POINT (-120.46 34.788),6
4087,-118.377,33.341,21,05,1999,yes,Clarkia purpurea,141,POINT (-118.377 33.341),6
4093,-116.601,33.078,23,06,1978,yes,Clarkia purpurea,174,POINT (-116.601 33.078),6
4095,-119.795,34.423,04,06,2008,yes,Clarkia purpurea,156,POINT (-119.795 34.423),6
4097,-118.398,33.39,19,05,2001,yes,Clarkia purpurea,139,POINT (-118.398 33.39),6
4098,-121.697,37.765,12,05,1996,yes,Clarkia purpurea,133,POINT (-121.697 37.765),4
4099,-121.387,36.087,18,05,1994,yes,Clarkia purpurea,138,POINT (-121.387 36.087),4
4100,-117.487,34.202,11,07,1968,yes,Clarkia purpurea,193,POINT (-117.487 34.202),6
4104,-116.997,33.647,26,04,1990,yes,Clarkia purpurea,116,POINT (-116.997 33.647),6
4108,-121.526,41.72,22,06,1968,yes,Clarkia purpurea,174,POINT (-121.526 41.72),1
4109,-121.334,35.947,05,06,1999,yes,Clarkia purpurea,156,POINT (-121.334 35.947),4
4114,-120.632,34.901,15,07,1966,yes,Clarkia purpurea,196,POINT (-120.632 34.901),6
4115,-118.412,33.347,18,07,1998,yes,Clarkia purpurea,199,POINT (-118.412 33.347),6
4117,-119.714,34.408,18,05,1995,yes,Clarkia purpurea,138,POINT (-119.714 34.408),6
4123,-118.927,34.111,30,05,1994,yes,Clarkia purpurea,150,POINT (-118.927 34.111),6
4125,-121.322,36.07,16,05,1994,yes,Clarkia purpurea,136,POINT (-121.322 36.07),4
4126,-120.338,35.937,03,07,1971,yes,Clarkia purpurea,184,POINT (-120.338 35.937),4
4127,-119.26,34.545,21,06,2002,yes,Clarkia purpurea,172,POINT (-119.26 34.545),6
4128,-121.33,38.438,17,05,1969,yes,Clarkia purpurea,137,POINT (-121.33 38.438),2
4132,-120.702,35.339,30,04,2003,yes,Clarkia purpurea,120,POINT (-120.702 35.339),4
4133,-121.255,35.888,20,05,1994,yes,Clarkia purpurea,140,POINT (-121.255 35.888),4
4134,-120.527,34.821,25,05,1995,yes,Clarkia purpurea,145,POINT (-120.527 34.821),6
4140,-121.402,36.01,12,06,1995,yes,Clarkia purpurea,163,POINT (-121.402 36.01),4
4141,-121.235,36.089,25,05,1994,yes,Clarkia purpurea,145,POINT (-121.235 36.089),4
4143,-118.36,33.356,30,04,1966,yes,Clarkia purpurea,120,POINT (-118.36 33.356),6
4144,-118.502,33.449,04,05,2001,yes,Clarkia purpurea,124,POINT (-118.502 33.449),6
4149,-118.442,33.345,18,05,1967,yes,Clarkia purpurea,138,POINT (-118.442 33.345),6
4152,-118.362,33.357,01,05,2003,yes,Clarkia purpurea,121,POINT (-118.362 33.357),6
4155,-119.368,34.613,21,06,1967,yes,Clarkia purpurea,172,POINT (-119.368 34.613),6
4156,-116.79,33.101,28,05,1978,yes,Clarkia purpurea,148,POINT (-116.79 33.101),6
4159,-118.881,34.162,08,06,2001,yes,Clarkia purpurea,159,POINT (-118.881 34.162),6
4160,-120.382,34.493,06,06,1967,yes,Clarkia purpurea,157,POINT (-120.382 34.493),6
4161,-121.183,35.795,22,05,1997,yes,Clarkia purpurea,142,POINT (-121.183 35.795),4
4165,-120.75,35.734,19,04,2000,yes,Clarkia purpurea,110,POINT (-120.75 35.734),4
4166,-119.352,34.504,02,05,1966,yes,Clarkia purpurea,122,POINT (-119.352 34.504),6
4167,-121.177,35.969,16,05,1995,yes,Clarkia purpurea,136,POINT (-121.177 35.969),4
4168,-121.175,36.503,16,04,1985,yes,Clarkia purpurea,106,POINT (-121.175 36.503),4
4175,-119.729,33.997,31,05,1992,yes,Clarkia purpurea,152,POINT (-119.729 33.997),6
4176,-119.3,34.431,04,06,1971,yes,Clarkia purpurea,155,POINT (-119.3 34.431),6
4177,-116.925,33.85,05,05,1990,yes,Clarkia purpurea,125,POINT (-116.925 33.85),6
4182,-120.598,34.847,07,07,1995,yes,Clarkia purpurea,188,POINT (-120.598 34.847),6
4184,-121.463,36.118,06,05,2005,yes,Clarkia purpurea,126,POINT (-121.463 36.118),4
4187,-120.504,34.717,17,04,1995,yes,Clarkia purpurea,107,POINT (-120.504 34.717),6
4188,-120.626,34.912,15,07,1966,yes,Clarkia purpurea,196,POINT (-120.626 34.912),6
4191,-119.73,33.997,14,05,1970,yes,Clarkia purpurea,134,POINT (-119.73 33.997),6
4192,-121.177,35.969,16,05,1995,yes,Clarkia purpurea,136,POINT (-121.177 35.969),4
4197,-120.63,35.346,06,05,2011,yes,Clarkia purpurea,126,POINT (-120.63 35.346),4
4203,-122.227,37.891,18,06,2011,yes,Clarkia purpurea,169,POINT (-122.227 37.891),4
4211,-118.321,34.567,15,05,2014,yes,Clarkia purpurea,135,POINT (-118.321 34.567),6
4213,-122.586,38.024,28,04,2016,yes,Clarkia purpurea,119,POINT (-122.586 38.024),1
4220,-118.596,34.497,28,04,2003,yes,Clarkia purpurea,118,POINT (-118.596 34.497),6
4227,-117.914,33.997,20,05,1987,yes,Clarkia purpurea,140,POINT (-117.914 33.997),6
4228,-123.694,40.763,03,07,2007,yes,Clarkia purpurea,184,POINT (-123.694 40.763),1
4229,-123.694,40.766,27,06,2008,yes,Clarkia purpurea,179,POINT (-123.694 40.766),1
4230,-123.276,39.853,26,06,1980,yes,Clarkia purpurea,178,POINT (-123.276 39.853),1
4231,-123.338,40.785,04,05,1980,yes,Clarkia purpurea,125,POINT (-123.338 40.785),1
4232,-122.453,40.237,29,04,1979,yes,Clarkia purpurea,119,POINT (-122.453 40.237),2
4233,-122.254,38.497,13,06,1980,yes,Clarkia purpurea,165,POINT (-122.254 38.497),2
4234,-122.444,38.624,03,05,1980,yes,Clarkia purpurea,124,POINT (-122.444 38.624),2
4235,-117.168,33.303,17,05,1973,yes,Clarkia purpurea,137,POINT (-117.168 33.303),6
4236,-123.51,40.925,26,06,1978,yes,Clarkia purpurea,177,POINT (-123.51 40.925),1
4237,-123.193,40.008,30,06,1977,yes,Clarkia purpurea,181,POINT (-123.193 40.008),1
4238,-118.511,34.489,11,06,1967,yes,Clarkia purpurea,162,POINT (-118.511 34.489),6
4239,-123.027,39.808,27,05,1974,yes,Clarkia purpurea,147,POINT (-123.027 39.808),1
4240,-122.722,40.304,04,05,1974,yes,Clarkia purpurea,124,POINT (-122.722 40.304),2
4241,-122.573,40.621,24,05,1970,yes,Clarkia purpurea,144,POINT (-122.573 40.621),2
4243,-123.476,40.89,10,06,2005,yes,Clarkia purpurea,161,POINT (-123.476 40.89),1
4244,-123.607,40.516,17,06,1972,yes,Clarkia purpurea,169,POINT (-123.607 40.516),1
4248,-122.288,37.434,17,06,1971,yes,Clarkia purpurea,168,POINT (-122.288 37.434),4
4249,-123.347,38.892,01,06,1986,yes,Clarkia purpurea,152,POINT (-123.347 38.892),1
4250,-123.697,40.713,14,06,2007,yes,Clarkia purpurea,165,POINT (-123.697 40.713),1
4251,-123.442,39.509,22,06,1983,yes,Clarkia purpurea,173,POINT (-123.442 39.509),1
4252,-118.69,35.703,25,05,1985,yes,Clarkia purpurea,145,POINT (-118.69 35.703),5
4253,-122.326,39.104,13,04,1985,yes,Clarkia purpurea,103,POINT (-122.326 39.104),2
4254,-123.029,38.945,22,05,1981,yes,Clarkia purpurea,142,POINT (-123.029 38.945),1
4255,-122.039,38.501,12,05,1979,yes,Clarkia purpurea,132,POINT (-122.039 38.501),2
4256,-122.858,39.327,24,06,1980,yes,Clarkia purpurea,176,POINT (-122.858 39.327),1
4257,-123.241,40.177,09,06,1978,yes,Clarkia purpurea,160,POINT (-123.241 40.177),1
4258,-123.053,41.335,16,06,1970,yes,Clarkia purpurea,167,POINT (-123.053 41.335),1
4259,-123.326,40.049,09,07,1981,yes,Clarkia purpurea,190,POINT (-123.326 40.049),1
4260,-121.605,39.434,09,05,1976,yes,Clarkia purpurea,130,POINT (-121.605 39.434),2
4261,-123.904,40.643,17,07,1974,yes,Clarkia purpurea,198,POINT (-123.904 40.643),1
4262,-121.613,39.728,10,05,1976,yes,Clarkia purpurea,131,POINT (-121.613 39.728),2
4263,-122.012,39.928,13,05,1979,yes,Clarkia purpurea,133,POINT (-122.012 39.928),2
4264,-123.63,39.742,17,05,1975,yes,Clarkia purpurea,137,POINT (-123.63 39.742),1
4265,-123.827,40.612,17,07,1974,yes,Clarkia purpurea,198,POINT (-123.827 40.612),1
4266,-122.457,39.163,23,04,1978,yes,Clarkia purpurea,113,POINT (-122.457 39.163),2
4267,-124.226,40.763,14,06,1976,yes,Clarkia purpurea,166,POINT (-124.226 40.763),1
4268,-123.52,40.406,21,06,1975,yes,Clarkia purpurea,172,POINT (-123.52 40.406),1
4269,-123.453,40.866,10,06,2005,yes,Clarkia purpurea,161,POINT (-123.453 40.866),1
4270,-122.976,39.441,15,06,1971,yes,Clarkia purpurea,166,POINT (-122.976 39.441),1
4271,-123.054,40.789,01,06,1966,yes,Clarkia purpurea,152,POINT (-123.054 40.789),1
4274,-123.759,40.485,15,06,1966,yes,Clarkia purpurea,166,POINT (-123.759 40.485),1
4275,-121.337,39.218,07,06,2011,yes,Clarkia purpurea,158,POINT (-121.337 39.218),2
4280,-121.537,37.193,09,04,2015,yes,Clarkia purpurea,99,POINT (-121.537 37.193),4
4281,-121.543,37.193,02,05,2015,yes,Clarkia purpurea,122,POINT (-121.543 37.193),4
4282,-122.155,38.498,27,04,2015,yes,Clarkia purpurea,117,POINT (-122.155 38.498),2
4283,-122.273,38.772,28,04,2015,yes,Clarkia purpurea,118,POINT (-122.273 38.772),2
4284,-122.144,38.511,27,04,2015,yes,Clarkia purpurea,117,POINT (-122.144 38.511),2
4285,-118.932,34.121,05,06,1988,yes,Clarkia purpurea,157,POINT (-118.932 34.121),6
4287,-121.82,37.508,12,04,2013,yes,Clarkia purpurea,102,POINT (-121.82 37.508),4
4290,-121.942,37.932,17,04,2013,yes,Clarkia purpurea,107,POINT (-121.942 37.932),4
4291,-118.237,34.292,07,05,2009,yes,Clarkia purpurea,127,POINT (-118.237 34.292),6
4320,-122.284,37.467,17,05,2014,yes,Clarkia purpurea,137,POINT (-122.284 37.467),4
4324,-122.284,37.46,03,05,2013,yes,Clarkia purpurea,123,POINT (-122.284 37.46),4
